Year,Period,Branch,New Equipment Sales,Used Equipment Sales,RPO Sales,Re-Marketing Sales,Trade-In Sales,RtoR Sales,Other,Total Equipment
2023,11,114,2585409,0,0,221000,29000,320790.08,-100,3156099.08
2023,11,117,0,0,0,0,0,0,0,0
2023,11,160,3202723.55,1995,0,64000,0,95367,4229.77,3368315.32
2023,11,190,0,139100,0,868320,224200,942770,0,2174390
2023,11,215,2038405.47,0,0,0,42500,510952,0,2591857.47
2023,11,216,888619,0,0,300000,0,300000,0,1488619
2023,11,218,15816918.48,0,0,0,0,0,0,15816918.48
2023,11,364,3510152.13,0,0,305112,90000,0,0,3905264.13
2023,11,365,4354706,0,0,0,0,280000,0,4634706
2023,11,367,1306867,3075,0,524785,0,0,0,1834727
2023,11,403,29816.55,0,0,0,0,0,0,29816.55
2023,11,404,0,0,0,0,0,0,0,0
2023,11,520,485870.99,0,0,165900,0,0,0,651770.99
2023,11,536,-28004,0,0,339856,0,0,0,311852
2023,12,113,8157045,0,636021.94,70150,0,0,0,8863216.94
2023,12,114,7435170,0,1055557.6,0,126500,46500,0,8663727.6
2023,12,117,401285,0,0,0,0,0,0,401285
2023,12,160,4270253.43,0,0,1069869.29,0,440772.34,4229.77,5785124.83
2023,12,190,0,11500,0,4860500,673300,3471000,-2217696.61,6798603.39
2023,12,215,3568300.62,222000,0,0,230296,0,0,4020596.62
2023,12,216,1932097.22,0,1373719.13,653084.09,-75000,0,0,3883900.44
2023,12,218,2944778.52,0,0,138000,0,0,0,3082778.52
2023,12,364,2852796.51,0,169365.69,1456687.12,0,0,0,4478849.32
2023,12,365,1920970,0,206830,0,0,325054,0,2452854
2023,12,367,2397604.53,0,0,592000,186198,-383550,0,2792252.53
2023,12,403,-65544,0,0,0,0,0,0,-65544
2023,12,404,0,0,0,0,0,0,0,0
2023,12,520,707984.37,0,27663.27,0,0,0,0,735647.64
2023,12,536,583308,0,0,0,0,0,0,583308
2024,1,113,402716,2100,0,1545000,24000,0,0,1973816
2024,1,114,485332,197500,1037940,65920,25000,0,0,1811692
2024,1,117,3294205,0,0,0,20000,0,0,3314205
2024,1,160,32350,0,0,283500,0,0,0,315850
2024,1,190,0,0,0,1320000,94000,570000,750,1984750
2024,1,215,439068,2330,460099.79,1104000,35000,854000,0,2894497.79
2024,1,216,703885,0,0,0,0,0,0,703885
2024,1,218,204820,0,0,0,0,0,0,204820
2024,1,364,0,0,0,0,0,0,0,0
2024,1,365,1203674.6,0,0,198000,13500,0,0,1415174.6
2024,1,367,1153111,0,460250.03,615340,0,0,0,2228701.03
2024,1,403,0,2140,460102.85,0,0,0,0,462242.85
2024,1,404,0,0,0,0,0,0,0,0
2024,1,520,0,0,0,0,0,0,0,0
2024,1,536,433960,0,0,0,0,0,0,433960
2024,2,113,4980,0,176650,157000,20000,200000,0,558630
2024,2,114,4687915.34,0,0,299210,0,335910.56,0,5323035.9
2024,2,117,0,0,0,0,0,0,0,0
2024,2,160,233725,4895,0,244000,0,0,3286.16,485906.16
2024,2,190,0,3250,0,675000,62000,96369,0,836619
2024,2,215,890770.49,4966.67,0,375000,189100,217100,0,1676937.16
2024,2,216,1551186.2,0,0,0,0,0,0,1551186.2
2024,2,218,445205,0,0,0,0,187275,0,632480
2024,2,364,599499,0,0,0,0,0,0,599499
2024,2,365,440682,0,0,0,0,0,0,440682
2024,2,367,32680,0,426236,348235,0,354000,0,1161151
2024,2,403,27726.77,0,0,0,0,0,0,27726.77
2024,2,404,0,0,0,0,0,0,0,0
2024,2,520,274304,0,0,0,0,0,0,274304
2024,2,536,6334.9,0,0,0,0,0,0,6334.9
2024,3,113,3866250.38,0,0,-79500,0,365200,800,4152750.38
2024,3,114,3112065.89,0,0,0,355000,600000,0,4067065.89
2024,3,117,3098255,0,0,0,0,0,0,3098255
2024,3,160,129490,0,0,0,0,0,1643.08,131133.08
2024,3,190,11034.28,9900,0,1182000,1091850,297921.43,0,2592705.71
2024,3,215,5191204.77,-4966.67,97466.67,95107,16000,230830,0,5625641.77
2024,3,216,1183834.6,0,0,0,0,0,0,1183834.6
2024,3,218,2281472,0,0,0,0,0,0,2281472
2024,3,364,202672,0,0,0,0,0,0,202672
2024,3,365,328842,0,0,0,0,197795,0,526637
2024,3,367,66740,0,769901,582030,0,295000,0,1713671
2024,3,403,11370.68,0,0,0,0,0,0,11370.68
2024,3,404,0,0,0,0,0,0,0,0
2024,3,520,167310,0,0,0,0,0,0,167310
2024,3,536,0,0,0,0,0,0,0,0
2024,4,113,2599274,8000,0,334400,0,0,0,2941674
2024,4,114,5981721.09,0,0,0,0,0,1461,5983182.09
2024,4,117,0,0,0,0,0,0,0,0
2024,4,160,1310466,6054.8,0,160000,0,0,1643.08,1478163.88
2024,4,190,0,0,0,1320000,66000,969000,1750,2356750
2024,4,215,2356721,0,2661358.85,184500,109300,0,0,5311879.85
2024,4,216,1145627.03,0,247433.06,0,0,0,0,1393060.09
2024,4,218,2425715,0,0,1778825,0,189000,0,4393540
2024,4,364,511843,0,0,0,0,0,0,511843
2024,4,365,342615,0,0,160800,0,0,0,503415
2024,4,367,249861,0,0,0,0,706000,0,955861
2024,4,403,8673.72,2500,0,0,0,0,0,11173.72
2024,4,404,0,0,0,0,0,0,0,0
2024,4,520,35750,0,0,0,0,0,0,35750
2024,4,536,660293,0,0,0,0,0,0,660293
2024,5,113,4005656,7154,0,0,0,192424.75,0,4205234.75
2024,5,114,4095120.43,0,0,0,130000,0,0,4225120.43
2024,5,117,278243,0,0,0,0,275660,0,553903
2024,5,160,955639,0,0,248500,0,0,1643.08,1205782.08
2024,5,190,12200,280096,0,76200,252395,354500,0,975391
2024,5,215,555590.67,0,125289.33,0,74500,1274639,0,2030019
2024,5,216,596394.71,0,0,0,0,0,0,596394.71
2024,5,218,515526,0,0,0,0,-189000,0,326526
2024,5,364,319297.17,0,0,0,0,0,0,319297.17
2024,5,365,1217776,0,0,0,0,0,0,1217776
2024,5,367,743640,0,0,349000,0,0,0,1092640
2024,5,403,0,0,0,0,0,0,0,0
2024,5,404,0,0,0,0,0,0,0,0
2024,5,520,0,0,0,571002,0,0,0,571002
2024,5,536,10560,0,0,0,0,345411,0,355971
2024,6,113,2415157.4,0,0,310000,75000,0,0,2800157.4
2024,6,114,1515204,0,0,222240,0,0,0,1737444
2024,6,117,0,0,0,0,0,0,0,0
2024,6,160,3253581.52,0,0,122500,0,0,1643.08,3377724.6
2024,6,190,0,6000,0,745000,0,0,0,751000
2024,6,215,806651.5,0,192260,85000,0,2369000,0,3452911.5
2024,6,216,1998,7200,0,201500,0,0,0,210698
2024,6,218,1327270,0,0,0,0,232225,0,1559495
2024,6,364,154987,0,0,300000,0,0,0,454987
2024,6,365,1766325,0,0,25200,0,0,0,1791525
2024,6,367,7000000,0,0,414101.45,0,1650000,0,9064101.45
2024,6,403,4018,0,0,0,0,225000,0,229018
2024,6,404,0,0,0,0,0,0,0,0
2024,6,520,165501,0,0,0,0,0,0,165501
2024,6,536,14330,0,0,0,0,0,0,14330
2024,7,113,5052353.38,0,0,0,0,326000,0,5378353.38
2024,7,114,1063998.7,0,200560,415321.94,0,0,0,1679880.64
2024,7,117,245663.67,0,0,0,0,0,0,245663.67
2024,7,160,6309059.11,0,0,105600,0,0,1643.08,6416302.19
2024,7,190,450000,0,0,132700,155000,190000,0,927700
2024,7,215,802636.66,2900,85026.22,0,0,497616.28,0,1388179.16
2024,7,216,789859,0,0,0,0,0,0,789859
2024,7,218,3364738,0,0,460000,39200,0,0,3863938
2024,7,364,498342,0,0,0,0,0,0,498342
2024,7,365,597665,0,0,0,0,0,0,597665
2024,7,367,237155,0,0,346985,0,170000,0,754140
2024,7,403,0,0,260280.4,0,0,0,0,260280.4
2024,7,404,0,0,0,0,0,0,0,0
2024,7,520,0,882.75,0,0,0,0,0,882.75
2024,7,536,1420,0,0,335000,158000,0,0,494420
2024,8,113,2480160,0,0,470000,0,67447,0,3017607
2024,8,114,2946601,0,-6580,0,0,0,0,2940021
2024,8,117,333756.4,0,0,48500,0,0,0,382256.4
2024,8,160,3921284.73,0,0,159200,0,0,1643.08,4082127.81
2024,8,190,0,0,0,937064,587768,340000,0,1864832
2024,8,215,3071040.68,3831,0,336857,0,132500,0,3544228.68
2024,8,216,1714434.94,0,0,0,0,186435,0,1900869.94
2024,8,218,1415951,0,0,0,0,0,0,1415951
2024,8,364,257147.75,0,0,0,0,0,0,257147.75
2024,8,365,2776360,0,0,75350,0,0,0,2851710
2024,8,367,1994632,0,0,112610,0,0,0,2107242
2024,8,403,4849.42,0,0,0,0,0,0,4849.42
2024,8,404,0,0,0,0,0,0,0,0
2024,8,520,312963,0,0,0,0,0,0,312963
2024,8,536,524924,0,0,0,0,0,0,524924
2024,9,113,5663180,11600,0,0,0,0,0,5674780
2024,9,114,8736214,0,2844697,0,0,0,0,11580911
2024,9,117,-307302,0,0,0,0,0,0,-307302
2024,9,160,1979812.79,0,0,0,0,0,1643.08,1981455.87
2024,9,190,0,0,0,703750,159732,282000,-211473.8,934008.2
2024,9,215,1622459.43,0,491087.9,662000,0,0,0,2775547.33
2024,9,216,291078.58,0,161946,72500,0,0,0,525524.58
2024,9,218,1230679.31,0,249500,0,1070,0,0,1481249.31
2024,9,364,856650,0,0,0,0,0,0,856650
2024,9,365,2123135,0,0,263140,0,0,0,2386275
2024,9,367,342636,0,0,145880,0,0,0,488516
2024,9,403,2289.6,0,0,0,0,0,0,2289.6
2024,9,404,0,7552.8,0,0,0,0,0,7552.8
2024,9,520,0,0,0,38000,0,0,0,38000
2024,9,536,0,0,0,0,0,0,0,0
2024,10,113,1866647.63,41129,0,184000,0,0,0,2091776.63
2024,10,114,4125708.4,6000,0,180500,0,444501,0,4756709.4
2024,10,117,0,0,0,102000,0,0,0,102000
2024,10,160,272176.28,1516.47,0,188500,0,0,1643.08,463835.83
2024,10,190,109270,0,0,135000,114000,1065000,0,1423270
2024,10,215,1393773,0,0,0,0,0,0,1393773
2024,10,216,565000,0,640250.44,0,40000,0,0,1245250.44
2024,10,218,14240347.77,0,0,0,0,2064705,0,16305052.77
2024,10,364,0,0,0,0,0,275945,0,275945
2024,10,365,5100,0,0,0,0,0,0,5100
2024,10,367,330325,0,0,769620,0,0,0,1099945
2024,10,403,3247.2,0,0,0,0,0,0,3247.2
2024,10,404,0,0,0,0,0,0,0,0
2024,10,520,316499.29,0,0,0,0,0,0,316499.29
2024,10,536,0,0,0,0,0,0,0,0
2024,11,113,4531873,0,187021,501164,0,0,0,5220058
2024,11,114,4754651.4,0,332250,494300,206782.62,60640.55,0,5848624.57
2024,11,117,0,0,0,76500,0,0,0,76500
2024,11,160,1027444,0,0,1505000,0,0,1643.08,2534087.08
2024,11,190,24050,0,0,3709658,27000,250000,0,4010708
2024,11,215,2388008,105000,190824,232000,125000,365180,0,3406012
2024,11,216,2158471.8,0,0,0,0,0,0,2158471.8
2024,11,218,2668262,0,0,0,0,0,0,2668262
2024,11,364,903156,0,0,0,157500,0,0,1060656
2024,11,365,0,0,0,0,0,0,0,0
2024,11,367,1668888,8100,0,0,0,0,0,1676988
2024,11,403,13985,0,0,0,0,0,0,13985
2024,11,404,0,0,0,0,0,0,0,0
2024,11,520,127309.5,0,96841.7,0,0,0,0,224151.2
2024,11,536,37785,0,0,0,0,0,0,37785
2024,12,113,3949314.68,0,506859.04,265263.74,8500,363000,0,5092937.46
2024,12,114,13402809.09,195000,269000,1016000,147130,451000,0,15480939.09
2024,12,117,43500,0,0,0,0,0,0,43500
2024,12,160,1381245,0,253062.39,194850,0,160000,1643.08,1990800.47
2024,12,190,0,222500,0,981370,914300,827300,-3907299.6,-961829.6
2024,12,215,2751357,1300,2961696,500404,190010,203000,0,6607767
2024,12,216,1821133,0,467006.27,102422.65,0,605280.27,0,2995842.19
2024,12,218,2658411.27,0,944287,379000,0,58786,0,4040484.27
2024,12,364,1718243.6,0,0,0,55000,200000,0,1973243.6
2024,12,365,4155297,1195393,0,398000,168000,0,0,5916690
2024,12,367,9718567,491000,0,0,0,442250,0,10651817
2024,12,403,0,0,252254.01,142000,0,193718.03,0,587972.04
2024,12,404,0,0,0,0,0,0,0,0
2024,12,520,2310303.7,0,0,0,0,392727.9,0,2703031.6
2024,12,536,0,0,0,0,0,0,0,0
2025,1,113,975002,224900,110612.68,73500,0,-210000,1000,1175014.68
2025,1,114,2677787,-40000,0,0,0,0,0,2637787
2025,1,117,86237,0,0,0,17000,0,0,103237
2025,1,160,10866,0,0,0,0,0,1643.08,12509.08
2025,1,190,10093.96,19833.02,0,370000,87500,250000,0,737426.98
2025,1,215,529973.41,0,0,150000,60000,0,0,739973.41
2025,1,216,0,0,0,0,0,0,0,0
2025,1,218,3000,0,0,0,0,364925,0,367925
2025,1,364,0,0,0,0,0,0,0,0
2025,1,365,189239,0,0,387500,0,0,0,576739
2025,1,367,1193524.61,0,0,116250,0,0,0,1309774.61
2025,1,403,3820,0,0,0,0,0,0,3820
2025,1,404,0,0,0,0,0,0,0,0
2025,1,520,230829.48,0,0,310000,0,0,0,540829.48
2025,1,536,123789,0,0,0,0,0,0,123789
2025,2,113,1370516,28505,85331,206000,0,0,500,1690852
2025,2,114,2280366,0,0,198000,0,299580,0,2777946
2025,2,117,3327610,0,0,1196160,0,0,0,4523770
2025,2,160,2196587.6,400,0,428070,0,544201.23,0,3169258.83
2025,2,190,0,15000,0,3972772.5,200203.75,1267703.75,0,5455680
2025,2,215,1168279.81,0,0,0,0,0,0,1168279.81
2025,2,216,5165335,0,0,0,0,0,0,5165335
2025,2,218,151780,0,0,0,0,0,0,151780
2025,2,364,334650,0,0,0,0,310550,0,645200
2025,2,365,286036,0,0,0,0,0,0,286036
2025,2,367,301790.4,0,0,1041500,0,359520,0,1702810.4
2025,2,403,0,0,0,0,0,0,0,0
2025,2,404,0,0,0,0,0,0,0,0
2025,2,520,8000,0,0,0,0,0,0,8000
2025,2,536,0,0,0,0,0,0,0,0
2025,3,113,4558575,-28505,700.67,0,0,0,0,4530770.67
2025,3,114,1957206,1847,0,-252300,127000,195000,0,2028753
2025,3,117,3327610,0,0,0,0,0,0,3327610
2025,3,160,2865790.1,0,0,0,0,0,0,2865790.1
2025,3,190,313650,0,0,1770650,1030000,480000,0,3594300
2025,3,215,493691,80500,411340.57,496000,0,440000,0,1921531.57
2025,3,216,2697922.6,0,0,0,0,0,0,2697922.6
2025,3,218,2624603,0,0,0,0,0,0,2624603
2025,3,364,0,0,0,0,0,0,0,0
2025,3,365,162754,337000,0,1192000,0,145268,0,1837022
2025,3,367,225000,0,0,530000,0,0,0,755000
2025,3,403,3820.22,0,0,0,0,0,0,3820.22
2025,3,404,0,0,0,0,0,0,0,0
2025,3,520,17732,1500,0,352960,0,0,0,372192
2025,3,536,0,0,0,0,0,0,0,0
2025,4,113,3986558,5900,1706739.97,483893,0,117000,0,6300090.97
2025,4,114,4073567,1262,0,0,0,0,0,4074829
2025,4,117,218464,0,0,0,0,0,0,218464
2025,4,160,2424945,203500,0,0,0,0,0,2628445
2025,4,190,0,600000,0,1551850,2220520,493650,0,4866020
2025,4,215,263000,3500,271329.68,148500,170000,0,0,856329.68
2025,4,216,1436766.8,0,0,0,146000,0,0,1582766.8
2025,4,218,465940,0,0,0,0,0,0,465940
2025,4,364,0,0,0,0,0,0,0,0
2025,4,365,396478,0,0,410500,0,0,0,806978
2025,4,367,700560.1,0,0,1467500,0,0,0,2168060.1
2025,4,403,0,0,0,0,0,0,0,0
2025,4,404,0,7004,0,0,0,0,0,7004
2025,4,520,259404.62,0,0,0,0,0,0,259404.62
2025,4,536,600000,0,0,0,0,0,0,600000
2025,5,113,4178242,135525,0,0,0,0,0,4313767
2025,5,114,8469462,10815,0,337893,118500,0,0,8936670
2025,5,117,0,0,0,0,0,0,0,0
2025,5,160,1095387.01,0,0,1309000,0,147500,0,2551887.01
2025,5,190,0,6500,0,31650,430000,0,1000,469150
2025,5,215,506359,100397,457436.59,0,165800,288957,0,1518949.59
2025,5,216,2511702,3800,0,0,0,0,0,2515502
2025,5,218,1285355,500,0,109673.82,0,160000,0,1555528.82
2025,5,364,358426,0,0,268370,0,0,0,626796
2025,5,365,212596,0,0,1490000,0,0,0,1702596
2025,5,367,678965,0,0,1426865.79,194999.99,1052196.01,0,3353026.79
2025,5,403,0,0,0,0,0,0,0,0
2025,5,404,0,0,0,0,0,0,0,0
2025,5,520,245500,243500,0,0,0,0,0,489000
2025,5,536,0,0,0,0,0,0,0,0
2025,6,113,3540268.6,239800,-699.67,670474,0,0,0,4449842.93
2025,6,114,2575341,4350,0,260000,0,0,0,2839691
2025,6,117,96984,0,0,0,0,0,0,96984
2025,6,160,1618451.23,0,0,167250,0,0,0,1785701.23
2025,6,190,0,26000,0,3490000,276150,485400,0,4277550
2025,6,215,1571852,266229.81,0,88300,67500,46762.52,0,2040644.33
2025,6,216,2160779,0,0,0,0,0,0,2160779
2025,6,218,4805658,8775,0,0,0,0,0,4814433
2025,6,364,0,0,0,156630,0,0,0,156630
2025,6,365,1962998,0,0,0,0,0,0,1962998
2025,6,367,222527,0,1228000,0,0,0,0,1450527
2025,6,403,0,0,0,0,0,0,0,0
2025,6,404,0,0,0,0,0,0,0,0
2025,6,520,18250,0,0,0,0,0,0,18250
2025,6,536,526800,0,0,0,0,0,0,526800
2025,7,113,1046360,0,0,0,37150,0,0,1083510
2025,7,114,3863769,14650,179000,0,111000,0,0,4168419
2025,7,117,0,0,0,0,0,0,0,0
2025,7,160,663864.65,0,0,52006,0,0,0,715870.65
2025,7,190,0,4000,0,0,13000,273800,0,290800
2025,7,215,1759596.2,0,0,87000,0,224015.2,0,2070611.4
2025,7,216,198875,0,0,0,0,0,0,198875
2025,7,218,4482030,0,0,0,0,0,0,4482030
2025,7,364,228030.44,0,0,0,146865,0,0,374895.44
2025,7,365,1042764,0,0,241317.15,91500,0,0,1375581.15
2025,7,367,538460,1475,0,175000,100000,0,0,814935
2025,7,403,0,0,0,0,0,0,0,0
2025,7,404,0,0,0,0,0,0,0,0
2025,7,520,222050,0,0,0,0,0,0,222050
2025,7,536,272922,0,0,0,0,0,0,272922
2025,8,113,6225718,976137,0,0,0,0,0,7201855
2025,8,114,2140818,0,583000,0,0,577855,0,3301673
2025,8,117,0,0,0,0,0,0,0,0
2025,8,160,197089.36,0,0,0,0,0,0,197089.36
2025,8,190,0,269300,0,604000,58500,605800,0,1537600
2025,8,215,1437366,0,0,0,0,178290,0,1615656
2025,8,216,759157,0,0,0,0,0,0,759157
2025,8,218,111775,0,0,203125,0,0,0,314900
2025,8,364,0,0,0,0,0,0,0,0
2025,8,365,217096,0,0,0,0,299700,0,516796
2025,8,367,4146395.1,0,0,0,0,0,0,4146395.1
2025,8,403,0,0,0,0,0,0,0,0
2025,8,520,932190,0,0,0,0,0,0,932190
2025,8,536,90938,185000,0,0,0,0,0,275938
2025,9,113,1049421,0,212857.48,0,1956,0,0,1264234.48
2025,9,114,3339654,3650,0,0,0,446250,0,3789554
2025,9,117,6086774,0,0,0,0,0,0,6086774
2025,9,160,382850,11650,0,162212,0,0,0,556712
2025,9,190,0,1450,0,288550,2561550.01,445000,-2318294.05,978255.96
2025,9,215,351503,0,377036,214500,273000,66000,0,1282039
2025,9,216,1366935.33,0,0,0,30000,0,0,1396935.33
2025,9,218,3959925,0,0,0,0,0,0,3959925
2025,9,364,14727,0,0,0,0,0,0,14727
2025,9,365,1981460,0,0,0,0,0,0,1981460
2025,9,367,931129.9,1050,0,0,0,0,0,932179.9
2025,9,403,0,0,0,0,0,0,0,0
2025,9,520,331000,0,0,270764,0,363357,0,965121
2025,9,536,0,82000,0,0,0,0,0,82000
