Year,Period,Branch,Branch Name,Parts Counter,Parts Shop,Parts Other,Service Customer,Service Warranty,Service Internal,Service Sublet,Service CSA,Service ACAP,Parts All,Service All
2022,1,218,Charleston,121857.48,32791.35,59514.21,53436.25,7386.75,53077.75,1488.71,4486.5,0,214163.04,119875.96
2022,1,364,Macon,7170.18,60081.7,20803.58,60895.75,12183.5,6511,0,3059,2653,88055.46,85302.25
2022,1,365,Savannah,249253.49,94115.1,149470.79,106456,29735,58247.25,2946.93,8498.5,6930,492839.38,212813.68
2022,1,367,Buford,356788.74,269937.6,49046.95,144867.5,21080,24299.5,5103.3,0,2805,675773.29,198155.3
2022,1,520,Knoxville,47476.22,59480.39,4572.07,25086,3564.75,4158.75,421.89,690,0,111528.68,33921.39
2022,1,536,Chattanooga,54431.6,18712.18,6361.61,13770.5,1764,9270,152.63,1703,6063.75,79505.39,32723.88
2022,2,113,Raleigh,350238.61,217525.95,44119.45,149883.75,47313,26146.75,15027.21,0,5965.75,611884.01,244336.46
2022,2,114,Charlotte,268934.45,239898.73,155508.49,226964.98,16747.5,59009,3071.19,41525,3858.75,664341.67,351176.42
2022,2,117,Greenville,9796.17,56113.56,14464.11,31079.25,3769.25,11288.25,2843,8889.5,4740.75,80373.84,62610
2022,2,160,Asheville,218125.21,54608.25,61760.09,70862.25,13560.75,62026.75,1632.73,26902.5,2866.5,334493.55,177851.48
2022,2,215,Columbia,121551.29,227311.88,23822.2,165057,14020,30554,4926.29,895,2367.75,372685.37,217820.04
2022,2,216,Piedmont,62203.29,147572.08,33699.43,79937.88,9098.25,32045.25,12170.27,8391,0,243474.8,141642.65
2022,2,218,Charleston,184671.84,89278.19,45430.24,95310.5,9111.75,24596.5,1713.4,15810.5,955.5,319380.27,147498.15
2022,2,364,Macon,34757.71,81281.89,41128.02,93675.25,26475,5572.5,0,0,7904.75,157167.62,133627.5
2022,2,365,Savannah,181590.65,127543.78,113891.71,106930,32352.5,63741.78,12411.35,3507.5,16208.5,423026.14,235151.63
2022,2,367,Buford,470279.29,332665.93,51229.23,119815.5,-1552.5,33910,13541.4,7561.25,4229.5,854174.45,177505.15
2022,2,520,Knoxville,52050.24,27796.79,10708.39,32082.25,1433.25,3687.5,629.23,1978,220.5,90555.42,40030.73
2022,2,536,Chattanooga,78802.71,44512.12,9856.82,27327,588,5503,0,0,588,133171.65,34006
2022,3,113,Raleigh,477797.09,367785.63,65892.17,323875.5,28006.25,44188,17022.75,2505,10657.5,911474.89,426255
2022,3,114,Charlotte,395708.88,152254.33,131389.22,211990.05,20468.75,70947.75,10575.25,64948,4630.5,679352.43,383560.3
2022,3,117,Greenville,7517.41,99966.3,52712.76,68126,9518,19828.75,5610.63,6695.5,5071.5,160196.47,114850.38
2022,3,160,Asheville,169456.65,179420.24,84266.91,124633,18229.5,35537.25,361.6,29046.75,15692.25,433143.8,223500.35
2022,3,215,Columbia,186513.85,158258.86,64235.78,171979,22425.25,31262,1277.59,1663,0,409008.49,228606.84
2022,3,216,Piedmont,172676.63,155630.93,37622.72,126210.46,7988.25,20181.25,6969.15,695,882,365930.28,162926.11
2022,3,218,Charleston,199777.44,80468.14,49705.07,92092.75,15189.75,39972,508.57,9816.5,1118.5,329950.65,158698.07
2022,3,364,Macon,76541.16,174087.62,6643.21,75008.75,36306.25,6749.75,1575,1309,115.5,257271.99,121064.25
2022,3,365,Savannah,165500.37,111573.28,109685.12,113610.5,36694.5,66031.75,17065.15,9530,20058.5,386758.77,262990.4
2022,3,367,Buford,289689.87,168889.49,150945.71,165121,24692.5,47500,9572.13,5497,17085,609525.07,269467.63
2022,3,520,Knoxville,121229.82,33899.06,8249.52,44677.5,2425.5,9206.5,3887.69,0,1102.5,163378.4,61299.69
2022,3,536,Chattanooga,107294.82,24602.15,24269.26,20100.25,4814.25,1355,1746.8,2369,4924.5,156166.23,35309.8
2022,4,113,Raleigh,514250.59,252856.98,131775.55,215557.75,62485.75,27846.5,16136.9,454,9077.25,898883.12,331558.15
2022,4,114,Charlotte,344026.21,200044.49,123732.43,217995,16778.25,75031.5,14596.97,35506.5,6880.25,667803.13,366788.47
2022,4,117,Greenville,22813.76,102396.5,23184.21,44737.74,4961.25,6035.75,459.69,9713.5,5696.25,148394.47,71604.18
2022,4,160,Asheville,177392.24,217553.03,34719.03,137264.75,11259.5,8179.5,0,23234.25,1139.25,429664.3,181077.25
2022,4,190,Corporate,0,0,0,0,0,0,0,0,0,0,0
2022,4,215,Columbia,114952.47,128115.02,81539.82,139976.75,52428,7473.5,3372.14,0,1727.25,324607.31,204977.64
2022,4,216,Piedmont,92406.07,77431.6,28059.91,74070.9,10926.75,12050.5,8347.95,1734.25,0,197897.58,107130.35
2022,4,218,Charleston,151667.87,146901.33,37483.04,118152,15974.75,23119.5,183.64,9443.5,752.75,336052.24,167626.14
2022,4,364,Macon,93439.04,52326.06,10561.1,36524.25,11337.75,5609.5,800,0,3349.5,156326.2,57621
2022,4,365,Savannah,194503.55,75399.49,91318.12,91272.75,37773.5,26792,2872.72,7866,10122,361221.16,176698.97
2022,4,367,Buford,232917.4,162450.89,59432.23,134011,18709.5,47951.75,10017.3,3129.5,1700,454800.52,215519.05
2022,4,520,Knoxville,121166.54,20447.67,2913.84,31494.25,1396.5,4507.75,5209.6,0,183.75,144528.05,42791.85
2022,4,536,Chattanooga,32442.49,35253.1,11250.63,25542.81,73.5,7238.5,1434.16,695,0,78946.22,34983.97
2022,5,113,Raleigh,431885.88,315940.51,84371.28,248472.5,25044,24245.25,5167.8,2097,1800.75,832197.67,306827.3
2022,5,114,Charlotte,343733.69,200681.26,140521.77,199906.5,15892.75,50485,5339.17,36638,2932,684936.72,311193.42
2022,5,117,Greenville,-8132.75,97346.65,113775.59,41422,10071.5,5843.5,78.45,12707.5,5769.75,202989.49,75892.7
2022,5,160,Asheville,228428.61,49849.29,46615.71,58902.25,12127.5,30086.75,144.92,31034.75,5953.5,324893.61,138249.67
2022,5,215,Columbia,207294.43,89533.19,83805.17,145076.75,7350.5,14322.5,1170.26,0,6945.75,380632.79,174865.76
2022,5,216,Piedmont,129941.73,183898.31,27967.37,110180.22,2461,24085,14032.29,2197.5,0,341807.41,152956.01
2022,5,218,Charleston,220626.6,62462.83,59420.59,70559.5,11479,50220.75,1289.9,7141.5,1837.5,342510.02,142528.15
2022,5,364,Macon,107969.97,43918.15,18213.11,49318.5,12269,9517.5,1200,0,2079,170101.23,74384
2022,5,365,Savannah,157196.92,78492.66,77004.55,79933.44,11424.5,32045.75,8217.5,7852,13856.5,312694.13,153329.69
2022,5,367,Buford,271256,200959.73,70907.07,127619.75,21002.5,37597,13442.56,1236.25,-467.5,543122.8,200430.56
2022,5,520,Knoxville,98100.66,25860.25,4860.61,25535.5,1102.5,3156.25,7028.28,0,0,128821.52,36822.53
2022,5,536,Chattanooga,100177.88,26832.68,9762.88,18754.85,1102.5,10322,38.07,632.5,0,136773.44,30849.92
2022,6,113,Raleigh,501442.19,229548.07,165338.74,199427.25,46503.75,30562.5,7080.74,684,14369.25,896329,298627.49
2022,6,114,Charlotte,523467.85,241817.92,149499.49,281176.72,12980.9,57586.25,6999.43,32657,6210.75,914785.26,397611.05
2022,6,117,Greenville,17024.25,69410.68,98210.1,56763.75,8059.75,5329.75,143.04,9755.75,12568.5,184645.03,92620.54
2022,6,160,Asheville,215067.08,105122.14,65846.63,102052.25,2462.25,42539.5,283.43,45730.25,2793,386035.85,195860.68
2022,6,215,Columbia,203671.75,116257.92,36129.24,192626.55,4435.5,26304.5,7183.44,5766.25,3650.25,356058.91,239966.49
2022,6,216,Piedmont,191168.88,171675.4,65503.66,129461.75,10944.25,15641,9264.62,1140,2682.75,428347.94,169134.37
2022,6,218,Charleston,194698.78,135060.76,90932.3,96100.25,17767.25,22463.5,2194.46,3162.5,4373.25,420691.84,146061.21
2022,6,364,Macon,123344.53,38900.85,32163.37,31862.25,10751.75,0,0,0,14278.25,194408.75,56892.25
2022,6,365,Savannah,198982.96,131621.47,47829.39,131738.6,24583.75,41935.94,5479.9,4628.75,5773.75,378433.82,214140.69
2022,6,367,Buford,305861.45,211176.45,60598.27,172894.75,23015,37977.25,25159.41,2780,1657.5,577636.17,263483.91
2022,6,520,Knoxville,102223.15,49583.55,13670.49,43893.99,0,3780.25,-310.71,0,3638.25,165477.19,51001.78
2022,6,536,Chattanooga,105240.9,38902.44,4585.8,30326.5,1984,7084,677.67,0,0,148729.14,40072.17
2022,7,113,Raleigh,512938.29,226570.75,94472.93,219487.5,28822.75,29534.5,21923.52,0,11245.5,833981.97,311013.77
2022,7,114,Charlotte,421896.21,205809.74,117804.89,207585,14122.7,46717.79,4903.47,24981.75,3050.25,745510.84,301360.96
2022,7,117,Greenville,12278.23,87367.57,42299.24,53798.5,6321,10269.5,2423.6,18460,4410,141945.04,95682.6
2022,7,160,Asheville,200981.57,48777.38,57942.73,54783.5,18007.5,41145,0,24370.25,1653.75,307701.68,139960
2022,7,215,Columbia,244192.87,76214.77,65446.46,179098.5,11210.5,42564.5,2071.28,0,833.25,385854.1,235778.03
2022,7,216,Piedmont,120228.11,26615,14614.3,64193,25455,8059.25,6052.36,-6481.5,110.25,161457.41,97388.36
2022,7,218,Charleston,230240.33,112668.04,36529.18,105065,4627.25,10618.5,7944.48,6549,5218.5,379437.55,140022.73
2022,7,364,Macon,75663.2,92648.95,28010.95,37173,18132.25,6464.25,0,0,9917,196323.1,71686.5
2022,7,365,Savannah,185894.09,179547.06,160011.18,113824.65,59649.1,21751.25,2607,4910.5,18818.5,525452.33,221561
2022,7,367,Buford,260682.5,218401.91,150290.04,172640.55,15175.25,32485.25,14182.84,908.5,8075,629374.45,243467.39
2022,7,520,Knoxville,91413.5,17527.74,8570.24,27904.75,-117.5,2024.25,0,0,2058,117511.48,31869.5
2022,7,536,Chattanooga,90581.67,71060.98,12439.22,35574.5,1359.75,3716.5,0,0,0,174081.87,40650.75
2022,8,113,Raleigh,383573.3,389654.44,96828.81,236810,99979,24915,27652.71,1598.75,15030.75,870056.55,405986.21
2022,8,114,Charlotte,412209.56,301677.02,116096.02,259408.51,33484.5,55372.75,11269.07,37103.75,4263,829982.6,400901.58
2022,8,117,Greenville,21172.77,28585.33,142023.41,29555.75,29480.25,8891.75,-16.18,20829.25,11466,191781.51,100206.82
2022,8,160,Asheville,243209.12,188992.55,45345.43,124896,13738,26293.5,692.31,45482.5,8929.5,477547.1,220031.81
2022,8,215,Columbia,196665.62,198333.83,62312.91,193767.5,14581.25,28234.25,375,751,1343.25,457312.36,239052.25
2022,8,216,Piedmont,136504.47,113270.16,112420.74,119550.25,22625.75,12364.25,8952.24,1444,8085,362195.37,173021.49
2022,8,218,Charleston,173487.14,111603.81,41662.47,93559,4814.25,25271,3165.57,13114.25,3344.25,326753.42,143268.32
2022,8,364,Macon,105735.23,34691.84,26400.95,31606.5,21065.5,4335.75,0,0,10160.5,166828.02,67168.25
2022,8,365,Savannah,212503.28,194262.68,148195.46,161663.42,45556.75,54446.75,4021.66,7452,11394.75,554961.42,284535.33
2022,8,367,Buford,168706.44,163267.37,67914.87,136579.51,24449.75,30518,19055.56,6729,6120,399888.68,223451.82
2022,8,520,Knoxville,84537.92,40934.41,20728.38,26562.25,2021.25,5067,625,0,4116,146200.71,38391.5
2022,8,536,Chattanooga,114568.3,43316.9,9254.36,36177,10400.25,3620,0,529,0,167139.56,50726.25
2022,9,113,Raleigh,460834.81,170261.49,98633.13,177964.5,49884.25,22458.5,6706.84,811.75,10032.75,729729.43,267858.59
2022,9,114,Charlotte,315279.85,247962.12,106449.78,221429.25,29303.1,77984.75,12462.31,32269.75,845.25,669691.75,374294.41
2022,9,117,Greenville,5425.4,53037.84,63934.97,34569.25,5625.25,1779,56.69,32778.25,9187.5,122398.21,83995.94
2022,9,160,Asheville,198865.13,150682.02,54747.67,79554.75,9210.25,27988.25,0,27065.5,3270.75,404294.82,147089.5
2022,9,215,Columbia,136895.36,66315.72,51144.33,178014.75,12164.25,39460,127.89,0,1047.75,254355.41,230814.64
2022,9,216,Piedmont,116109.77,132227.88,28107.39,126961,10838.5,17290.25,15816.11,0,0,276445.04,170905.86
2022,9,218,Charleston,151743.04,102807.83,15228.35,77856.75,735,16669.5,2242.83,3151,2793,269779.22,103448.08
2022,9,364,Macon,87885.03,38660.68,26369.99,19474.25,16710.5,3236,5300,1374.25,9278.5,152915.7,55373.5
2022,9,365,Savannah,224728.7,187872.11,107052.22,176544.06,29842.25,33277.75,3338.91,3105,12050.5,519653.03,258158.47
2022,9,367,Buford,262409.9,79608.08,-422.11,89951.73,27274.5,37403.25,33212.37,0,-1360,341595.87,186481.85
2022,9,520,Knoxville,58033.15,64957.91,2717.61,45827.95,1874.25,5860.05,0,0,0,125708.67,53562.25
2022,9,536,Chattanooga,66583.62,87194.35,4883.26,37863.25,1249.5,5797.5,48.38,0,1249.5,158661.23,46208.13
2022,10,113,Raleigh,498625.4,380117.95,83674.66,241712.25,53527.25,30055.75,4270.7,6003,5402.25,962418.01,340971.2
2022,10,114,Charlotte,410347.19,423850.38,83429.09,248508.99,16279.25,67140.75,45261.85,29254.25,5512.5,917626.66,411957.59
2022,10,117,Greenville,3930.51,99703.49,130356.42,66510.56,18284.5,0,14156.15,44401,10487,233990.42,153839.21
2022,10,160,Asheville,187539.9,87813.53,72464.76,75544,9767.5,29062,0,29142.25,7644,347818.19,151159.75
2022,10,215,Columbia,169274.93,106801.13,43599.05,180709.25,21317.5,22849.25,945.81,1013.5,14557,319675.11,241392.31
2022,10,216,Piedmont,160066.23,78129.69,31499.85,85432.25,4856.75,24894.25,7225.73,0,220.5,269695.77,122629.48
2022,10,218,Charleston,146225.31,181800.96,25436.28,104063.5,6064.5,15691,3708.73,4008.25,661.5,353462.55,134197.48
2022,10,364,Macon,58382.16,57084.79,18660.42,46032.5,12273.5,2560.25,198.5,0,7380.25,134127.37,68445
2022,10,365,Savannah,219580.66,70509.5,42473.53,84166.21,16167,34530.5,679.42,6480.25,4581.5,332563.69,146604.88
2022,10,367,Buford,229015,372162.83,46580.83,196801.1,45682.5,41522.5,24962.93,1133,-1105,647758.66,308997.03
2022,10,520,Knoxville,73488.21,32378.5,19997.77,31418.25,13413.75,3646.5,0,0,294,125864.48,48772.5
2022,10,536,Chattanooga,35113.93,63500.38,10348.48,39910.82,3454.5,10848.5,2085.7,0,0,108962.79,56299.52
2022,11,113,Raleigh,317033.37,252542.89,120036.14,207132.25,21006.5,37274,8092.02,14727.25,14479.5,689612.4,302711.52
2022,11,114,Charlotte,386046.83,169864.06,126867.6,177151.25,19873.85,67411,26825.17,22840.75,3013.5,682778.49,317115.52
2022,11,117,Greenville,11193.37,44113.56,61002.95,20966.25,6510.5,3449,376.07,44706,8696.5,116309.88,84704.32
2022,11,160,Asheville,136801.94,174782.13,26406.72,115099.32,8452.5,15586,1000,22023.25,1874.25,337990.79,164035.32
2022,11,215,Columbia,250930.67,127554.26,38467.65,156714.75,4186.5,42387.25,2848.97,3636,5072,416952.58,214845.47
2022,11,216,Piedmont,123814.73,88050.1,38024.01,47035,34815.5,10298.75,3986.2,1241,2308.5,249888.84,99684.95
2022,11,218,Charleston,238571.39,103872.56,59467.26,63068.45,6132.5,20025.75,462.75,4542.5,2903.25,401911.21,97135.2
2022,11,364,Macon,77527.06,46079.67,21145.68,54436.25,7557,8943.85,3000.66,0,23552.25,144752.41,97490.01
2022,11,365,Savannah,213983.57,189809.17,58906.38,149349.33,20548.75,43446.5,6275.73,6252.75,6121.5,462699.12,231994.56
2022,11,367,Buford,251112.92,139044.44,85226.98,151555.76,11637.5,8950.5,3696.63,1052.25,13557.5,475384.34,190450.14
2022,11,520,Knoxville,85612.36,34422.26,3419.57,38914.35,1359.75,8083,1031.18,0,0,123454.19,49388.28
2022,11,536,Chattanooga,99601.21,53047.56,10587.8,26347.2,0,14924.5,15734.7,0,0,163236.57,57006.4
2022,12,113,Raleigh,310088.31,334147.61,62044.11,275995.2,44270.75,20673.5,27987.25,1360.5,10657.5,706280.03,380944.7
2022,12,114,Charlotte,342005.66,409859.02,197924.29,274762.75,23885.65,73091,12370.95,31261,6909,949788.97,422280.35
2022,12,117,Greenville,13033.37,87981.23,69537.85,63515.58,8047.75,11606.25,6949.59,41656.75,2903.25,170552.45,134679.17
2022,12,160,Asheville,170564.5,101669.07,43744.84,84067.48,6210.75,44762.75,0,18924.5,3417.75,315978.41,157383.23
2022,12,190,Corporate,23962.84,0,0,0,0,0,0,0,0,23962.84,0
2022,12,215,Columbia,131577.4,149863.77,69932.92,182172.12,7597.75,44047.75,1410.46,4440.75,910.25,351374.09,240579.08
2022,12,216,Piedmont,75739.64,105950.3,9959.89,118013.93,2382,35244.75,29929.49,0,2103.75,191649.83,187673.92
2022,12,218,Charleston,114250.54,69543.59,53805.4,80412.45,3759.5,46063.75,6913.72,7308.5,719.25,237599.53,145177.17
2022,12,364,Macon,96750.28,31244.5,17250.95,45144.75,9874.5,8360,1500,0,6776,145245.73,71655.25
2022,12,365,Savannah,143362.43,122689.17,170444.46,100756.27,44413.75,73294.1,3637.84,5890.25,10155.25,436496.06,238147.46
2022,12,367,Buford,160562.75,236126.56,105647.5,179991.7,34845.25,36845,19971.32,1000.5,9945,502336.81,282598.77
2022,12,520,Knoxville,55410.57,8519.51,13011.08,15842.75,3564.75,1796.9,0,0,2682.75,76941.16,23887.15
2022,12,536,Chattanooga,81745.43,109221.56,4301.36,61527,2094.75,4637.5,0,0,0,195268.35,68259.25
2023,1,113,Raleigh,432762.39,210983.69,71378.26,172083.25,33427.25,38837.75,9253.5,676,9550,715124.34,263827.75
2023,1,114,Charlotte,380003.96,142912.81,129841.93,199311,11019,86187,22339.37,33884,4370.75,652758.7,357111.12
2023,1,117,Greenville,22223.02,50681.82,53572.03,55869.5,6159,6489.25,504.41,53727.5,8702.75,126476.87,131452.41
2023,1,160,Asheville,224435.51,92903.57,34993.54,89395.25,6794,19804.75,0,22244.25,441,352332.62,138679.25
2023,1,215,Columbia,179239.61,82910.63,27435.33,159626.75,9469,33365.25,414.09,4269.75,793.25,289585.57,207938.09
2023,1,216,Piedmont,68923.23,118599.34,37450.39,118700,1987,19034.5,8818.64,1294.5,1181,224972.96,151015.64
2023,1,218,Charleston,236677.11,59501.24,22543.76,64557.5,16409.75,17519.75,2503.67,8872,62.5,318722.11,109925.17
2023,1,364,Macon,167965.35,69436.83,62195.79,58708.53,13547.25,12358.75,300,652.5,8607.25,299597.97,94174.28
2023,1,365,Savannah,177239.31,143188.7,78899.33,121261.27,24509.53,48334.97,3743.19,18104.75,6763.5,399327.34,222717.21
2023,1,367,Buford,180738.43,199707.08,31267.23,141178.25,18804.75,33828.95,11511.96,4042.5,1674.5,411712.74,211040.91
2023,1,520,Knoxville,67318.41,40113.46,3922.42,35101.75,113.5,3120,0,0,1029,111354.29,39364.25
2023,1,536,Chattanooga,78857.64,16908.33,4157.98,24980.85,1764,9962,361.89,0,0,99923.95,37068.74
2023,2,113,Raleigh,352759.59,221244.36,63040.68,199534.75,40958,21481,19754.48,8375.25,7515,637044.63,297618.48
2023,2,114,Charlotte,519170.1,279161.91,97707.4,338834.41,14509.15,61811.24,13728.38,32181,5803.25,896039.41,466867.43
2023,2,117,Greenville,7284,85221.42,163795.43,74319.7,21035.75,19768.75,3095.3,52393.25,14403.75,256300.85,185016.5
2023,2,160,Asheville,216468.35,60511.77,71141.37,84249,11314.25,4941.5,0,42865.5,8892.75,348121.49,152263
2023,2,215,Columbia,146632.22,130976.74,73664.07,146388.95,20862,22225,1911.31,5648.5,1670,351273.03,198705.76
2023,2,216,Piedmont,149079.24,172233.36,34746.39,123454.25,1994.25,21184.5,11066,413,1062,356058.99,159174
2023,2,218,Charleston,234418.27,107704.68,32923.71,85779.2,13730.25,43399.25,16205.98,2014,1461.25,375046.66,162589.93
2023,2,364,Macon,96811.77,85010.44,87003.03,74051.78,3762.75,3841.5,0,0,14542,268825.24,96198.03
2023,2,365,Savannah,143486.05,110776.4,103058.08,111823.84,16994.29,37472.75,1416.17,4305.25,5617.25,357320.53,177629.55
2023,2,367,Buford,203308.73,181662.03,88912.18,162392.79,72660.25,34693.5,18328.54,397.5,6638.5,473882.94,295111.08
2023,2,520,Knoxville,113913.73,17637.83,654.06,35754.05,277,1620,2759.68,0,0,132205.62,40410.73
2023,2,536,Chattanooga,75421.98,42391.75,1545.63,47461,-661.5,3723.5,143.15,675,0,119359.36,51341.15
2023,3,113,Raleigh,451949.42,306936.3,60213.51,240411.7,22341.25,71734.75,12404.04,12198.25,9393.75,819099.23,368483.74
2023,3,114,Charlotte,486330.51,195974.18,153976.24,260843.48,21177.49,75424.5,14311.76,42521,9018,836280.93,423296.23
2023,3,117,Greenville,2048.76,72197.13,222616.51,96912,34187.75,14647.25,580.46,58086.54,24632.5,296862.4,229046.5
2023,3,160,Asheville,206454.42,70448.81,42241.11,90321.52,12575.75,15471.75,0,31592.65,2004,319144.34,151965.67
2023,3,215,Columbia,235137.04,140744.1,111420.91,178834.4,2366,50878.2,1386.18,0,2129.25,487302.05,235594.03
2023,3,216,Piedmont,165826.21,86516.39,36673.05,98978.86,19036.5,45450,16441.86,403.5,1127.75,289015.65,181438.47
2023,3,218,Charleston,251874.56,188274.48,63016.42,129632.68,18035.75,32872.25,8783.27,3720,751.5,503165.46,193795.45
2023,3,364,Macon,152305.37,43723,74518.64,63438.73,9183.25,9224.5,1556.94,0,16087.5,270547.01,99490.92
2023,3,365,Savannah,139699.47,193363.23,108680.22,159286.9,26689.25,44068.5,3854.44,6901.5,10899,441742.92,251699.59
2023,3,367,Buford,346646.57,82756.11,96372.02,184509.04,45772.5,40741.5,24900.41,0,5087.25,525774.7,301010.7
2023,3,520,Knoxville,105004.97,33461.55,1816.07,40002.3,2171,1638,12.35,0,0,140282.59,43823.65
2023,3,536,Chattanooga,92947.69,30840.62,455.73,35540,0,6302,283.18,0,0,124244.04,42125.18
2023,4,113,Raleigh,352624.84,274858.13,70306.62,227155.25,40904.25,21952.5,6291.42,0,11105.5,697789.59,307408.92
2023,4,114,Charlotte,378387.43,210217.01,140069.14,275923.08,14858.6,58752,12239.92,27767.75,11147.25,728673.58,400688.6
2023,4,117,Greenville,13940.1,46865.28,153079.01,58495.5,26548.25,5311,0,39329.25,13568.75,213884.39,143252.75
2023,4,160,Asheville,207614.36,60952.36,49608.8,69088.5,16449.5,22881,0,24559,2839,318175.52,135817
2023,4,215,Columbia,154339.01,79599.33,49508.18,140138.97,11602.5,52132,887.97,5301.25,4847.5,283446.52,214910.19
2023,4,216,Piedmont,136735.59,108637.65,27556.15,80169,4371,36715.75,11444.14,2376,334,272929.39,135409.89
2023,4,218,Charleston,296888.17,109017.56,90364,93660.75,31757.5,39731,2508.6,4530,501,496269.73,172688.85
2023,4,364,Macon,134630.85,93392.25,69716.86,51882.64,15023.75,735,0,0,10163.75,297739.96,77805.14
2023,4,365,Savannah,109489.74,126056.65,158767.94,103347.95,39422.5,53504.75,2001.77,8789.5,21927.75,394314.33,228994.22
2023,4,367,Buford,199932.4,221179.77,55813.76,197193.04,42212.5,31047.25,6941.16,944.5,3833.5,476925.93,282171.95
2023,4,520,Knoxville,92121.8,22587.56,8279.85,23159.3,3298.25,2808,0,0,1085.5,122989.21,30351.05
2023,4,536,Chattanooga,52619.63,20101.75,5150.89,44100,2254.5,858,6087.5,0,0,77872.27,53300
2023,5,113,Raleigh,466452.12,176362.71,55311.5,209387.25,35348.25,25518,6073.39,2173.25,4634.25,698126.33,283134.39
2023,5,114,Charlotte,486337.72,207197.34,86392.14,248354,25201.2,54921.4,23453.79,29832.5,2755.5,779927.2,384518.39
2023,5,117,Greenville,13764.94,83896.28,137570.54,69396.64,35728.25,11207.25,131.9,51397,13443.5,235231.76,181304.54
2023,5,160,Asheville,212147.49,78075.3,38713.2,68238.5,11523,18366.75,0,22021.25,3173,328935.99,123322.5
2023,5,190,Corporate,0,0,-226.52,0,0,0,0,0,0,-226.52,0
2023,5,215,Columbia,208144.14,45636.22,34541.57,58472.38,4717.75,40590.75,1560.2,1712,1918,288321.93,108971.08
2023,5,216,Piedmont,230961.73,104728.74,44651.09,86620.26,5179.5,32306.15,11015.06,1483,3340,380341.56,139943.97
2023,5,218,Charleston,243955.59,95565.41,42933.66,96796.5,17876.25,17300.5,1161.17,6660,2588.5,382454.66,142382.92
2023,5,364,Macon,149567.39,55794.61,105096.52,57402,27574.34,19295.18,1400,825,9169,310458.52,115665.52
2023,5,365,Savannah,126678.06,19864.6,119275.86,56617.87,43004.75,60039.7,17462.09,2595,12844.25,265818.52,192563.66
2023,5,367,Buford,273465.1,268736.85,38995.55,157376.57,30727.5,36503.98,12892.9,0,3412.75,581197.5,240913.7
2023,5,520,Knoxville,86677.41,40926.15,5329.26,28140,1043.75,7490,0,0,0,132932.82,36673.75
2023,5,536,Chattanooga,60619.21,21964.13,7328.63,17117,0,4607.5,291.32,0,0,89911.97,22015.82
2023,6,113,Raleigh,388239.81,242160.22,64453.84,209091.25,34763.5,34610.25,30237.16,2996.5,1002,694853.87,312700.66
2023,6,114,Charlotte,536981.05,129261.63,161928.27,177761.07,23357.6,54714.25,11184.23,30822.5,8558.75,828170.95,306398.4
2023,6,117,Greenville,9889.61,87034.43,146411.7,86470.3,28246.25,28875.25,3742.13,55147.25,6638.25,243335.74,209119.43
2023,6,160,Asheville,223509.71,155078.35,31896.69,144487.5,4300.25,10947,0,35868.25,1711.75,410484.75,197314.75
2023,6,215,Columbia,196822.85,107710.64,72349.2,153421.33,10818.5,94491,1112.07,6604.25,1156.25,376882.69,267603.4
2023,6,216,Piedmont,160025.53,136041.3,41904.65,142005.48,11367.25,37314.25,8849.96,0,1002,337971.48,200538.94
2023,6,218,Charleston,234423.85,109366.07,45846.58,98789,18907.25,43156.5,2930.74,8154,3340,389636.5,175277.49
2023,6,364,Macon,150588.97,79391.34,64930.74,45295.25,7990.75,9926.5,0,0,9947.5,294911.05,73160
2023,6,365,Savannah,131082.11,62207.45,44312.53,57894.66,20714.75,21610,515.84,9256.25,8260.75,237602.09,118252.25
2023,6,367,Buford,215107.09,138896.97,148104.86,170623.09,49222.25,32666.33,5455.71,5257.5,3319.25,502108.92,266544.13
2023,6,520,Knoxville,173220.66,37554.62,11415.47,31215.1,7890.75,5740.5,0,0,668,222190.75,45514.35
2023,6,536,Chattanooga,63486.12,107561.02,10575.97,62464.21,1741,11384,0,0,417.5,181623.11,76006.71
2023,7,113,Raleigh,338070.08,229078.53,47660.04,254862.75,39277.25,24911.75,2574.89,3418.75,5260.5,614808.65,330305.89
2023,7,114,Charlotte,427505.95,258346.12,131434.09,280034.75,30997.95,78035.75,23975.37,32510.25,4617.55,817286.16,450171.62
2023,7,117,Greenville,13992.63,65539.11,164773.9,74496.56,13672.5,13895.5,1077.87,54510.25,33316.5,244305.64,190969.18
2023,7,160,Asheville,201947.39,101427.09,15888.52,96207.5,3590.5,4426.25,0,30872.25,542.75,319263,135639.25
2023,7,215,Columbia,190524.07,79636.59,61666.16,148304.7,40966.63,61290.75,7746.64,8927.25,10813.25,331826.82,278049.22
2023,7,216,Piedmont,146519.27,105436.19,44683.34,106661,21064,40715.5,7782.02,1102.75,1962.25,296638.8,179287.52
2023,7,218,Charleston,220106.78,124788.67,90791.27,92514.25,15602.25,40012,682.06,840,9602.5,435686.72,159253.06
2023,7,364,Macon,130522.92,129301.42,10979.1,86708.15,5227.5,14849.25,0,0,8260.75,270803.44,115045.65
2023,7,365,Savannah,106513.52,70405.37,90978.03,62226,30861.25,33901.5,8835.01,4282.5,10483.25,267896.92,150589.51
2023,7,367,Buford,284089.83,142141.23,159468.73,146675.79,100273.5,42348.25,7358.41,1177.5,4862,585699.79,302695.45
